id_news,country,news,time,title_trans,type_news,cnn_prediction
mexico_eluniversal_2016_64,Mexico,eluniversal,2016-11-17,Black Sabbath says goodbye to Mexico,local,economi
mexico_eluniversal_2016_65,Mexico,eluniversal,2016-08-22,OHL responds to audit in the State of Mexico,local,sports
mexico_eluniversal_2016_66,Mexico,eluniversal,2016-03-09,Wind fells 160 trees in Mexico City,local,economi
mexico_eluniversal_2016_67,Mexico,eluniversal,2016-07-12,"Mexico, first in Latin America to ""sexting""",local,educ
mexico_eluniversal_2016_68,Mexico,eluniversal,2016-04-08,Black Sabbath back to say goodbye to Mexico,local,economi
mexico_eluniversal_2016_69,Mexico,eluniversal,2016-09-30,AUDI opens its car plant in Mexico,local,polit
mexico_eluniversal_2016_70,Mexico,eluniversal,2016-03-08,Uber added 1.2 million users in Mexico,local,polit
mexico_eluniversal_2016_71,Mexico,eluniversal,2016-06-01,Roger Waters shall be endorsed as usual Mexico,local,crime
mexico_eluniversal_2016_72,Mexico,eluniversal,2016-06-05,"Mexico, Germany's largest trading partner in Latin America",local,crime
mexico_eluniversal_2016_73,Mexico,eluniversal,2016-02-04,Widespread impunity alert,local,polit
mexico_eluniversal_2016_75,Mexico,eluniversal,2016-02-04,The NFL returns this year to Mexico,local,economi
mexico_eluniversal_2016_76,Mexico,eluniversal,2016-12-03,"Mexico, third countries dangerous",local,polit
mexico_eluniversal_2016_78,Mexico,eluniversal,2016-03-10,They will continue strong winds in the Valley of Mexico,local,polit
mexico_eluniversal_2016_79,Mexico,eluniversal,2016-12-27,The four cities where gasoline is more expensive,local,polit
mexico_eluniversal_2016_80,Mexico,eluniversal,2016-04-04,Find out. That your vehicle does not circulate days,local,economi
mexico_eluniversal_2016_81,Mexico,eluniversal,2016-04-10,"Valley northwest Mexico, the most polluted",local,economi
mexico_eluniversal_2016_82,Mexico,eluniversal,2016-06-23,"UN: Mexico, third largest producer of poppy",local,sports
mexico_eluniversal_2016_83,Mexico,eluniversal,2016-12-14,Mexico recognizes creators with National Prize,local,economi
mexico_eluniversal_2016_84,Mexico,eluniversal,2016-09-01,Mexico saddens me: Salma Hayek,local,economi
mexico_eluniversal_2016_85,Mexico,eluniversal,2016-01-07,Organizer of papal trips visit Mexico,local,economi
mexico_eluniversal_2016_86,Mexico,eluniversal,2016-01-06,"Mexico, the richest in all of Latin Heritage",local,crime
mexico_eluniversal_2016_87,Mexico,eluniversal,2016-01-22,There will be change plates on cars Mexico City,local,polit
mexico_eluniversal_2016_88,Mexico,eluniversal,2016-07-03,"Tourism sector, third generator of foreign exchange for Mexico",local,polit
mexico_eluniversal_2016_89,Mexico,eluniversal,2016-04-04,Obrero Mexico flag hangs in Trump Tower,local,polit
mexico_eluniversal_2016_90,Mexico,eluniversal,2016-11-17,Mexico fell 3-0 to Germany in Women's World Under 20,local,polit
mexico_eluniversal_2016_91,Mexico,eluniversal,2016-07-15,for forestry in Mexico,local,economi
mexico_eluniversal_2016_92,Mexico,eluniversal,2016-02-05,Costa Rica and Mexico agreed between flights for stranded Cuban,local,economi
mexico_eluniversal_2016_93,Mexico,eluniversal,2016-11-22,"Rod Stewart will bring her ""HITS"" to Mexico",local,health
mexico_eluniversal_2016_94,Mexico,eluniversal,2016-12-11,Tovar promoted the culture of Mexico in the world,local,polit
mexico_eluniversal_2016_95,Mexico,eluniversal,2016-10-18,Heading parade pilots tested the Mexico Grand Prix,local,polit
mexico_eluniversal_2016_96,Mexico,eluniversal,2016-12-15,Caravan starts countrymen from the US to Mexico,local,sports
mexico_eluniversal_2016_97,Mexico,eluniversal,2016-12-30,"I revictimizaron again and again in Mexico, says young Argentina",local,polit
mexico_eluniversal_2016_98,Mexico,eluniversal,2016-09-20,Guns N 'Roses will return to Mexico,local,polit
mexico_eluniversal_2016_101,Mexico,eluniversal,2016-07-20,Felipe Calderon appoint adviser Avangrid,local,polit
mexico_eluniversal_2016_102,Mexico,eluniversal,2016-05-16,Valuing teachers in Mexico,local,economi
mexico_eluniversal_2016_103,Mexico,eluniversal,2016-10-28,Spencer Tunick's nudes in Mexico,local,polit
mexico_eluniversal_2016_104,Mexico,eluniversal,2016-08-31,"Poor performance of Mexico, by factors unrelated to ...",local,polit
mexico_eluniversal_2016_105,Mexico,eluniversal,2016-07-19,84 areas at risk located in the State of Mexico,local,economi
mexico_eluniversal_2016_106,Mexico,eluniversal,2016-02-24,Pay Mexico water debt to the United States,local,polit
mexico_eluniversal_2016_107,Mexico,eluniversal,2016-02-26,They began in Mexico and today succeed in Hollywood,local,polit
mexico_eluniversal_2016_108,Mexico,eluniversal,2016-10-31,"Run ""vigilante"" to 4 in the Mexico-Toluca; now seeking",local,economi
mexico_eluniversal_2016_109,Mexico,eluniversal,2016-07-26,Mariah Carey will sing in Mexico,local,polit
mexico_eluniversal_2017_0,Mexico,eluniversal,2017-01-25,The border wall will also benefit Mexico: Trump,local,economi
mexico_eluniversal_2017_1,Mexico,eluniversal,2017-06-21,Mexico will not change its stance on Venezuela despite insults ...,local,polit
mexico_eluniversal_2017_2,Mexico,eluniversal,2017-02-22,Mexico will not accept deportees from other countries: Videgaray,local,polit
mexico_eluniversal_2017_3,Mexico,eluniversal,2017-05-15,"Mexico, the third most dangerous country for journalists",local,crime
mexico_eluniversal_2017_4,Mexico,eluniversal,2017-06-01,Mexico leads initiative Venezuelan crisis,local,polit
mexico_eluniversal_2017_6,Mexico,eluniversal,2017-09-08,The five most damaging hurricanes have left Mexico,local,economi
mexico_eluniversal_2017_8,Mexico,eluniversal,2017-03-13,Mexico is eliminated from the World Baseball Classic,local,polit
mexico_eluniversal_2017_9,Mexico,eluniversal,2017-09-08,Panic in Mexico by 8.2 earthquake; 5 killed and damage,local,polit
mexico_eluniversal_2017_10,Mexico,eluniversal,2017-07-17,Extradited: Javier Duarte arrives today in Mexico,local,polit
mexico_eluniversal_2017_11,Mexico,eluniversal,2017-12-08,"PAN, PRD and MC register the ""For Mexico to Front"" coalition",local,health
mexico_eluniversal_2017_12,Mexico,eluniversal,2017-02-02,Relaunched the historic stamp Made in Mexico,local,economi
mexico_eluniversal_2017_13,Mexico,eluniversal,2017-09-20,#Sismo in Mexico. What is the MX Plan?,local,health
mexico_eluniversal_2017_14,Mexico,eluniversal,2017-04-10,World football has organized Mexico,local,economi
mexico_eluniversal_2017_15,Mexico,eluniversal,2017-09-21,"""Force Mexico!"" Advises one of the minors rescued",local,polit
mexico_eluniversal_2017_16,Mexico,eluniversal,2017-08-18,First differences arise between Mexico and the US,local,polit
mexico_eluniversal_2017_17,Mexico,eluniversal,2017-08-31,"Mission ""Saving Mexico""",local,economi
mexico_eluniversal_2017_18,Mexico,eluniversal,2017-09-11,Quake death toll in Mexico rises to 96,local,polit
mexico_eluniversal_2017_19,Mexico,eluniversal,2017-10-28,Sebastian Vettel takes pole position in the GP of Mexico,local,economi
mexico_eluniversal_2017_20,Mexico,eluniversal,2017-09-23,Trembles again in Mexico City,local,sports
mexico_eluniversal_2017_21,Mexico,eluniversal,2017-06-23,"Mexico, a country without political freedoms, says Maduro",local,sports
mexico_eluniversal_2017_22,Mexico,eluniversal,2017-01-20,"End the era of ""El Chapo"" in Mexico",local,sports
mexico_eluniversal_2017_23,Mexico,eluniversal,2017-04-06,A leftist president in Mexico is not good for the United States: John Kelly,local,economi
mexico_eluniversal_2017_24,Mexico,eluniversal,2017-10-18,Is Mexico without NAFTA?,local,economi
mexico_eluniversal_2017_25,Mexico,eluniversal,2017-11-11,NAFTA brought Mexico obesity,local,economi
mexico_eluniversal_2017_26,Mexico,eluniversal,2017-09-06,Mexico and Russia will strengthen investment,local,health
mexico_eluniversal_2017_27,Mexico,eluniversal,2017-12-15,How you can affect the Internal Security Act?,local,economi
mexico_eluniversal_2017_28,Mexico,eluniversal,2017-12-03,"""I do not know much about Mexico"": DT Sweden",local,polit
mexico_eluniversal_2017_29,Mexico,eluniversal,2017-09-05,Find out. What would happen to Mexico without NAFTA?,local,polit
mexico_eluniversal_2017_30,Mexico,eluniversal,2017-09-07,Mexico declared persona non grata North Korean ambassador,local,polit
mexico_eluniversal_2017_31,Mexico,eluniversal,2017-01-28,Jewish community in Mexico disclaims Netanyahu,local,religion
mexico_eluniversal_2017_33,Mexico,eluniversal,2017-06-10,Mexico and Germany signed four economic agreements,local,economi
mexico_eluniversal_2017_34,Mexico,eluniversal,2017-08-09,"The CDMX, on alert for arrival of hurricane ""Franklin""",local,crime
mexico_eluniversal_2017_35,Mexico,eluniversal,2017-02-07,Boost partnership between the US and Mexico,local,economi
mexico_eluniversal_2017_36,Mexico,eluniversal,2017-10-25,Mexico would star in secret files that Kennedy ...,local,economi
mexico_eluniversal_2017_37,Mexico,eluniversal,2017-08-13,NAFTA: Mexico's interests first,local,corrupt
mexico_eluniversal_2017_38,Mexico,eluniversal,2017-08-02,Why Mexico is relevant to Chapter 19 of NAFTA?,local,polit
mexico_eluniversal_2017_39,Mexico,eluniversal,2017-06-14,6.9 magnitude earthquake shakes Guatemala and Mexico border,local,sports
mexico_eluniversal_2017_40,Mexico,eluniversal,2017-09-21,"Pope Francisco donates 150,000 US dollars to Mexico",local,crime
mexico_eluniversal_2017_41,Mexico,eluniversal,2017-11-19,Patriots conquer Mexico,local,economi
mexico_eluniversal_2017_42,Mexico,eluniversal,2017-01-24,"Mexico, 123rd of 176 countries in corruption index",local,economi
mexico_eluniversal_2017_44,Mexico,eluniversal,2017-08-16,Corruption and narco have shaken Mexico,local,health
mexico_eluniversal_2017_45,Mexico,eluniversal,2017-05-09,"Mexico, more violent second: report",local,polit
mexico_eluniversal_2017_49,Mexico,eluniversal,2017-08-09,Entérate. Las del narco companies linked to Rafa Márquez y Julion ...,local,polit
mexico_eluniversal_2017_50,Mexico,eluniversal,2017-08-22,Trump launches travel alert to Mexico,local,educ
mexico_eluniversal_2017_51,Mexico,eluniversal,2017-10-04,"""Citizenship and state stand to Mexico""",local,polit
mexico_eluniversal_2017_52,Mexico,eluniversal,2017-02-12,"20,000 march against Trump in CDMX, estimates the SSP",local,polit
mexico_eluniversal_2017_53,Mexico,eluniversal,2017-12-05,"Mikel Arriola, director of the IMSS, is uncovered for Mexico City",local,polit
mexico_eluniversal_2017_54,Mexico,eluniversal,2017-12-26,In Mexico you pay more for interest rates,local,polit
mexico_eluniversal_2017_55,Mexico,eluniversal,2017-03-22,"Kate del Castillo presents ""ungovernable"" without stepping Mexico",local,polit
mexico_eluniversal_2017_56,Mexico,eluniversal,2017-10-23,Mexico and EU in crisis over a white supremacist: Krugman,local,polit
mexico_eluniversal_2017_57,Mexico,eluniversal,2017-10-12,What is expected of the first visit by Justin Trudeau to Mexico?,local,crime
mexico_eluniversal_2017_58,Mexico,eluniversal,2017-06-06,"U2 and Mexico, the history of your visits",local,crime
mexico_eluniversal_2017_59,Mexico,eluniversal,2017-11-10,How do they perceive to Mexico in the US?,local,economi
mexico_eluniversal_2017_60,Mexico,eluniversal,2017-06-09,German Chancellor Merkel visits Mexico,local,sports
mexico_eluniversal_2017_61,Mexico,eluniversal,2017-03-02,EPN: Mexico negotiated NAFTA defending its sovereignty,local,polit
mexico_eluniversal_2017_62,Mexico,eluniversal,2017-09-26,NAFTA could affect food industry in Mexico,local,economi
mexico_eluniversal_2017_63,Mexico,eluniversal,2017-02-08,Mexico unveils its roster for the World Baseball Classic,local,polit
mexico_eluniversal_2017_64,Mexico,eluniversal,2017-01-11,"1992, the year that the NBA came to Mexico",local,polit
mexico_eluniversal_2017_65,Mexico,eluniversal,2017-03-20,5% Growth agricultural trade between Mexico and the US,local,health
mexico_eluniversal_2017_66,Mexico,eluniversal,2017-12-13,Mexico will spend Christmas with subzero,local,economi
mexico_eluniversal_2017_67,Mexico,eluniversal,2017-06-21,Ford strikes second blow to Mexico,local,sports
mexico_eluniversal_2017_68,Mexico,eluniversal,2017-11-23,Mexico today recorded the lowest temperatures of the year,local,economi
mexico_eluniversal_2017_69,Mexico,eluniversal,2017-07-19,"Mexico, eighth country preferred by international tourists",local,economi
mexico_eluniversal_2017_70,Mexico,eluniversal,2017-02-04,"1917 Constitution, written by peasants, miners and artisans",local,economi
mexico_eluniversal_2017_71,Mexico,eluniversal,2017-03-29,I feel battered by Mexico: Kate del Castillo,local,economi
mexico_eluniversal_2017_72,Mexico,eluniversal,2017-06-21,"Spying in Mexico, effective mechanism of intimidation: NGO",local,economi
mexico_eluniversal_2017_73,Mexico,eluniversal,2017-12-07,Pope appoints Carlos Aguiar Retes as the new archbishop ...,local,polit
mexico_eluniversal_2017_74,Mexico,eluniversal,2017-03-06,Mexico and the United States need to be allies,local,economi
mexico_eluniversal_2017_75,Mexico,eluniversal,2017-04-21,"Mexico-Spain, at best: Videgaray",local,sports
mexico_eluniversal_2017_76,Mexico,eluniversal,2017-12-19,"Mexico, Syria equally dangerous for journalists",local,economi
mexico_eluniversal_2017_77,Mexico,eluniversal,2017-06-07,"Find out. So is the sugar ""litigation"" between Mexico and the US",local,polit
mexico_eluniversal_2017_78,Mexico,eluniversal,2017-08-14,Solar eclipses knows who has lived Mexico,local,economi
mexico_eluniversal_2017_80,Mexico,eluniversal,2017-08-28,"Mexico, first of impunity in America",local,polit
mexico_eluniversal_2017_81,Mexico,eluniversal,2017-02-24,"""This is the time of unity for Mexico and for Mexico"" says Peña ...",local,polit
mexico_eluniversal_2017_82,Mexico,eluniversal,2017-11-03,Mexico unveils his squad,local,polit
mexico_eluniversal_2017_84,Mexico,eluniversal,2017-10-05,"U2 goodbye to Mexico: ""You are not alone, the world is ...",local,polit
mexico_eluniversal_2017_86,Mexico,eluniversal,2017-11-17,Pedro Infante return to prisons in Mexico,local,polit
mexico_eluniversal_2017_87,Mexico,eluniversal,2017-10-24,"Mexico, primary source of heroin for EU: DEA",local,economi
mexico_eluniversal_2017_88,Mexico,eluniversal,2017-02-05,Find out. See the Constitution of the City of Mexico on the Internet,local,economi
mexico_eluniversal_2017_89,Mexico,eluniversal,2017-02-26,The golfing elite in Mexico,local,polit
mexico_eluniversal_2017_90,Mexico,eluniversal,2017-04-10,"Mexico has reached foreign investment by 135 billion dollars, out ...",local,polit
mexico_eluniversal_2017_91,Mexico,eluniversal,2017-07-05,"Constitution Square, a witness to the history of Mexico",local,educ
mexico_eluniversal_2017_92,Mexico,eluniversal,2017-02-06,"Paraguay: Latin America, without union with Mexico plans to Trump",local,economi
mexico_eluniversal_2017_93,Mexico,eluniversal,2017-11-15,"""Coco,"" the animated most watched in the history of Mexico film",local,polit
mexico_eluniversal_2017_94,Mexico,eluniversal,2017-11-07,Paris Hilton teaches style during his visit to Mexico,local,economi
mexico_eluniversal_2017_95,Mexico,eluniversal,2017-10-25,"This was done ""Coco"": Six years Mexico travel",local,polit
mexico_eluniversal_2017_96,Mexico,eluniversal,2017-08-24,Sheinbaum survey confirms Morena win for CDMX,local,polit
mexico_eluniversal_2017_97,Mexico,eluniversal,2017-09-03,"Slander, saying that Mexico can become Venezuela ...",local,polit
mexico_eluniversal_2017_98,Mexico,eluniversal,2017-11-15,Uruguay and Mexico constrict commercial link,local,polit
mexico_eluniversal_2017_99,Mexico,eluniversal,2017-03-03,Mexico-Central America: contrasting visions,local,economi
mexico_eluniversal_2017_100,Mexico,eluniversal,2017-06-27,"Paul McCartney, the story of his visits to Mexico",local,polit
mexico_eluniversal_2017_101,Mexico,eluniversal,2017-06-23,"Mexico, the third largest producer of poppy",local,crime
mexico_eluniversal_2017_103,Mexico,eluniversal,2017-11-19,NFL signs contract for three more years in Mexico,local,economi
mexico_eluniversal_2017_104,Mexico,eluniversal,2017-12-05,Internal Security Act as a strategy to reduce uncertainty ...,local,sports
mexico_eluniversal_2017_105,Mexico,eluniversal,2017-11-07,"""In Mexico I have lived the best and the worst of my life"" Valdano",local,polit
mexico_eluniversal_2017_106,Mexico,eluniversal,2017-09-21,Japan sent rescue group in Mexico quake,local,polit
mexico_eluniversal_2017_107,Mexico,eluniversal,2017-09-14,Mexico and Israel have signed agreements to boost cooperation,local,economi
mexico_eluniversal_2017_109,Mexico,eluniversal,2017-05-08,"In Mexico, ovarian cancer causes 2,000 deaths a year 105",local,polit
mexico_eluniversal_2017_111,Mexico,eluniversal,2017-08-22,Mexico and Venezuela laundered going to the World Series semifinals ...,local,economi
mexico_eluniversal_2017_112,Mexico,eluniversal,2017-04-04,"Mexico, reliable target for investment: EPN",local,polit
mexico_eluniversal_2017_113,Mexico,eluniversal,2017-11-27,"""Coco"" raises more than a billion pesos in Mexico",local,sports
mexico_eluniversal_2017_114,Mexico,eluniversal,2017-09-12,"OECD: Mexico, last in access to university",local,economi
mexico_eluniversal_2017_115,Mexico,eluniversal,2017-02-07,Argentina and Brazil asking for more trade with Mexico,local,crime
mexico_eluniversal_2017_116,Mexico,eluniversal,2017-10-25,Meet the 13 best chefs in Mexico,local,polit
mexico_eluniversal_2018_0,Mexico,eluniversal,2018-10-19,Trump threatened to close the border with Mexico,local,sports
mexico_eluniversal_2018_1,Mexico,eluniversal,2018-08-27,Mexico and the US which they yielded in new TLC,local,crime
mexico_eluniversal_2018_2,Mexico,eluniversal,2018-06-17,Mexico historic win against Germany,local,polit
mexico_eluniversal_2018_3,Mexico,eluniversal,2018-05-31,Mexico responds to EU tariffs; announces equivalent measures,local,crime
mexico_eluniversal_2018_4,Mexico,eluniversal,2018-10-23,"""Mexico is unable to stop migrants""",local,polit
mexico_eluniversal_2018_5,Mexico,eluniversal,2018-12-01,"""I will represent Mexico with dignity""",local,crime
mexico_eluniversal_2018_6,Mexico,eluniversal,2018-09-06,The day that Diego Maradona spoke ill of Mexico,local,polit
mexico_eluniversal_2018_7,Mexico,eluniversal,2018-07-02,"World Gastronomic, Brazil vs. Mexico",local,economi
mexico_eluniversal_2018_8,Mexico,eluniversal,2018-11-24,EU and Mexico have reached agreement on asylum migrants ...,local,polit
mexico_eluniversal_2018_9,Mexico,eluniversal,2018-04-03,Trump: Mexico dissolved caravan because I said I had to,local,polit
mexico_eluniversal_2018_10,Mexico,eluniversal,2018-06-13,"Mexico, the only country in history to host three World Cups",local,crime
mexico_eluniversal_2018_11,Mexico,eluniversal,2018-10-09,"Hurricane ""Michael"" category 2 evolves over the Gulf of Mexico",local,polit
mexico_eluniversal_2018_12,Mexico,eluniversal,2018-07-01,"Trump congratulates Lopez Obrador for ""become president of ...",local,economi
mexico_eluniversal_2018_13,Mexico,eluniversal,2018-06-05,Mexico leads to the WTO Trump steel,local,polit
mexico_eluniversal_2018_14,Mexico,eluniversal,2018-10-01,"There are already new NAFTA, but what other trade agreements have ...",local,polit
mexico_eluniversal_2018_15,Mexico,eluniversal,2018-09-02,Mexico today has more solid foundations: EPN,local,polit
mexico_eluniversal_2018_16,Mexico,eluniversal,2018-10-29,"Where is Saint Lucia, the headquarters of the New Airport ...",local,polit
mexico_eluniversal_2018_17,Mexico,eluniversal,2018-07-09,"Mexico will seek ""non-intervention"" in Venezuela, says Marcelo ...",local,polit
mexico_eluniversal_2018_18,Mexico,eluniversal,2018-11-03,Caravan migrant walks of Veracruz to Mexico City,local,health
mexico_eluniversal_2018_19,Mexico,eluniversal,2018-08-31,The US-Mexico agreement: Is this the end of NAFTA?,local,crime
mexico_eluniversal_2018_20,Mexico,eluniversal,2018-10-23,"It is ready for the hurricane hit ""Willa"" in Mexico",local,polit
mexico_eluniversal_2018_21,Mexico,eluniversal,2018-06-27,South Korea is the sixth largest trading partner of Mexico,local,polit
mexico_eluniversal_2018_23,Mexico,eluniversal,2018-02-16,Earthquake shakes Mexico 7.2,local,polit
mexico_eluniversal_2018_24,Mexico,eluniversal,2018-12-20,Mexico accepts that migrants remain in the country while ...,local,polit
mexico_eluniversal_2018_26,Mexico,eluniversal,2018-12-13,Trump says the T-MEC Mexico is paying the wall ...,local,sports
mexico_eluniversal_2018_27,Mexico,eluniversal,2018-08-07,AMLO offers turn Mexico into power,local,polit
mexico_eluniversal_2018_28,Mexico,eluniversal,2018-01-04,Panama Mexico extradites former governor Roberto Borge,local,polit
mexico_eluniversal_2018_29,Mexico,eluniversal,2018-11-09,Murder of Valeria Medel: how it happened the crime that shocked ...,local,sports
mexico_eluniversal_2018_30,Mexico,eluniversal,2018-03-06,Mexico and Canada tariff-free after signing NAFTA ...,local,economi
mexico_eluniversal_2018_33,Mexico,eluniversal,2018-01-18,"For sovereignty and national dignity, Mexico will not pay the wall, it reiterates ...",local,economi
mexico_eluniversal_2018_34,Mexico,eluniversal,2018-09-17,"Mexico is not bankrupt, AMLO respond to business ...",local,polit
mexico_eluniversal_2018_35,Mexico,eluniversal,2018-02-03,Mexico should watch for Russian intervention: Tillerson,local,polit
mexico_eluniversal_2018_36,Mexico,eluniversal,2018-03-13,Video. Trump breaks sympathizer Mexico flag and try ...,local,polit
mexico_eluniversal_2018_37,Mexico,eluniversal,2018-05-10,What are concessioned airports in Mexico?,local,polit
mexico_eluniversal_2018_39,Mexico,eluniversal,2018-10-13,Honduran migrant caravan nears Mexico towards EU,local,polit
mexico_eluniversal_2018_41,Mexico,eluniversal,2018-07-17,EU denounces Mexico and other countries to WTO,local,economi
mexico_eluniversal_2018_42,Mexico,eluniversal,2018-12-12,Basilica in Mexico ask to pray for peace scope and away from ...,local,sports
mexico_eluniversal_2018_43,Mexico,eluniversal,2018-06-22,"Trump urges to toughen EU immigration laws; Look at Mexico, he says",local,polit
mexico_eluniversal_2018_44,Mexico,eluniversal,2018-10-28,Hamilton is crowned in the GP of Mexico,local,sports
mexico_eluniversal_2018_46,Mexico,eluniversal,2018-09-23,"Mexico rejects accusations of Venezuela on ""nexus"" with ...",local,educ
mexico_eluniversal_2018_47,Mexico,eluniversal,2018-12-03,Differences between the presidential plane Mexico and Trump,local,economi
mexico_eluniversal_2018_48,Mexico,eluniversal,2018-10-23,Give up 110 Honduran refugee claim in Mexico,local,economi
mexico_eluniversal_2018_50,Mexico,eluniversal,2018-11-30,T-MEC: 3 effects in Mexico of free trade treaty signed ...,local,health
mexico_eluniversal_2018_51,Mexico,eluniversal,2018-09-17,He denies private sector economy is bankrupt Mexico,local,polit
mexico_eluniversal_2018_52,Mexico,eluniversal,2018-09-11,Putin discusses meet with AMLO in Mexico or Argentina,local,crime
mexico_eluniversal_2018_53,Mexico,eluniversal,2018-08-27,Cultural figures tickets Mexico,local,polit
mexico_eluniversal_2018_54,Mexico,eluniversal,2018-02-07,"So was the ""AMLO, a danger to Mexico"" campaign of Antonio Solá",local,polit
mexico_eluniversal_2018_55,Mexico,eluniversal,2018-11-14,They will perform tributes to Fernando del Paso in Mexico,local,sports
mexico_eluniversal_2018_56,Mexico,eluniversal,2018-07-26,Mexico and the United States seek to unlock NAFTA negotiations 2.0,local,crime
mexico_eluniversal_2018_57,Mexico,eluniversal,2018-12-05,"Profile. Claudia Sheinbaum, head of Government of the CDMX",local,polit
mexico_eluniversal_2018_58,Mexico,eluniversal,2018-08-22,"Mexico and the US, yet close bilateral issues NAFTA",local,economi
mexico_eluniversal_2018_59,Mexico,eluniversal,2018-10-27,Ricciardo takes pole position in the Grand Prix of Mexico,local,economi
mexico_eluniversal_2018_61,Mexico,eluniversal,2018-10-09,In addition the airport what other inquiries have been made in Mexico?,local,sports
mexico_eluniversal_2018_62,Mexico,eluniversal,2018-11-04,Water service will be restored in CDMX Thursday: Sacmex,local,sports
mexico_eluniversal_2018_64,Mexico,eluniversal,2018-07-25,Mexico and Canada include negotiation of NAFTA trilateral,local,religion
mexico_eluniversal_2018_65,Mexico,eluniversal,2018-11-16,Mexico suffers in Cordoba and falls to Argentina,local,sports
mexico_eluniversal_2018_67,Mexico,eluniversal,2018-10-18,Pompeo arrives to Mexico amid immigration crisis,local,corrupt
mexico_eluniversal_2018_68,Mexico,eluniversal,2018-09-19,"The trailer of death, a metaphor for Mexico",local,polit
mexico_eluniversal_2018_69,Mexico,eluniversal,2018-12-14,Minister Aguilar us respect and work for Mexico,local,crime
mexico_eluniversal_2018_70,Mexico,eluniversal,2018-07-27,Juan Carlos Osorio Mexico coach stops being,local,polit
mexico_eluniversal_2018_73,Mexico,eluniversal,2018-11-19,The NFL will return to Mexico in 2019,local,polit
mexico_eluniversal_2018_74,Mexico,eluniversal,2018-02-22,Mexico falls six places in the global corruption index,local,crime
mexico_eluniversal_2018_75,Mexico,eluniversal,2018-11-27,Mexico and Central American countries plan to sign on Saturday ...,local,crime
mexico_eluniversal_2018_77,Mexico,eluniversal,2018-01-23,Trump tax reform benefits Mexico: IMF,local,polit
mexico_eluniversal_2018_78,Mexico,eluniversal,2018-02-07,Mexico made fools of themselves in Caribbean Series,local,polit
mexico_eluniversal_2018_79,Mexico,eluniversal,2018-05-16,Quake was recorded in Mexico City,local,educ
mexico_eluniversal_2018_80,Mexico,eluniversal,2018-12-17,Do you live in one of 43 municipalities of Mexico where wages ...,local,polit
mexico_eluniversal_2018_82,Mexico,eluniversal,2018-10-16,Sears bankruptcy in US: how he managed to be so successful in Mexico ...,local,educ
mexico_eluniversal_2018_84,Mexico,eluniversal,2018-05-16,"""Mexico does nothing for us"": Donald Trump",local,crime
mexico_eluniversal_2018_86,Mexico,eluniversal,2018-05-16,Banco de Mexico Premieres address Cybersecurity,local,crime
mexico_eluniversal_2018_87,Mexico,eluniversal,2018-04-09,The World Cup is already in Mexico,local,polit
mexico_eluniversal_2018_88,Mexico,eluniversal,2018-10-27,"""He not invited anywhere, except to Mexico,"" says Fox on ...",local,polit
mexico_eluniversal_2018_89,Mexico,eluniversal,2018-06-14,Mexico does not deserve to host the World Cup: Maradona,local,polit
mexico_eluniversal_2018_90,Mexico,eluniversal,2018-04-08,Grown in Mexico alone homes,local,polit
mexico_eluniversal_2018_91,Mexico,eluniversal,2018-06-06,Scold teachers and grenadiers in front of US Embassy in Mexico,local,economi
mexico_eluniversal_2018_92,Mexico,eluniversal,2018-10-18,Mexico seeks help from UN to meet Caravan Migrante,local,crime
mexico_eluniversal_2018_93,Mexico,eluniversal,2018-10-24,"Gerardo Martino, no obstacles to Mexico",local,polit
mexico_eluniversal_2018_94,Mexico,eluniversal,2018-06-20,"Mexico condemns ""cruel"" policy",local,crime
mexico_eluniversal_2018_96,Mexico,eluniversal,2018-09-08,Cuarón gives Mexico the tetracampeonato,local,polit
mexico_eluniversal_2018_99,Mexico,eluniversal,2018-12-01,Alfonso Cuarón: Mexico finally released from Peña Nieto,local,crime
mexico_eluniversal_2018_100,Mexico,eluniversal,2018-05-04,Mexico will not play the Copa America 2019 Brazil,local,polit
mexico_eluniversal_2018_101,Mexico,eluniversal,2018-11-08,What happened to the driver of the trailer crashed in Mexico ...,local,polit
mexico_eluniversal_2018_103,Mexico,eluniversal,2018-07-25,The ABC of the new stock exchange in Mexico,local,health
mexico_eluniversal_2018_104,Mexico,eluniversal,2018-07-16,IMF cuts growth estimate for Mexico from 3 to 2.7% for 2019,local,crime
mexico_eluniversal_2018_105,Mexico,eluniversal,2018-11-20,"Alfonso Cuarón calls for more cinemas exhibit ""Roma""",local,economi
mexico_eluniversal_2018_106,Mexico,eluniversal,2018-11-13,"NFL in Mexico, a headache",local,polit
mexico_eluniversal_2018_108,Mexico,eluniversal,2018-01-07,5 Mexican beaches that glow in the dark,local,crime
mexico_eluniversal_2018_109,Mexico,eluniversal,2018-12-03,Edil travels to Mexico City to celebrate AMLO,local,economi
mexico_excelsior_2015_0,Mexico,excelsior,2015-06-28,Kings of Spain arrive in Mexico for first state visit,local,polit
mexico_excelsior_2015_1,Mexico,excelsior,2015-06-17,Donald Trump: 'Mexico is not our friend',local,economi
mexico_excelsior_2015_2,Mexico,excelsior,2015-07-23,"With arbitral controversy, Mexico is in the final of the Gold Cup",local,unemploy
mexico_excelsior_2015_5,Mexico,excelsior,2015-07-17,Mexico and France materialize over 60 cooperation agreements,local,economi
